Word,Low,High,Avg
pagle,1,694,289.346085933
shend,1,651,289.350009810
loric,1,811,289.368452031
bacne,1,698,289.381793212
salts,1,821,289.403963116
prius,1,788,289.412595644
rolag,1,681,289.429272121
maiks,1,773,289.429664509
baron,1,762,289.436531293
royal,1,645,289.438885619
carex,1,753,289.582107122
yours,1,744,289.614675299
genus,1,684,289.615852462
twire,1,771,289.625465960
blart,1,776,289.646654895
mogas,1,692,289.670590543
wauls,1,810,289.696095743
rings,1,710,289.726898175
teind,1,810,289.734942123
blits,1,861,289.779674318
roums,1,784,289.782813420
eniac,1,701,289.785560133
ikans,1,723,289.796546988
welds,1,769,289.800667059
kirns,1,759,289.816558760
owsen,1,569,289.833431430
alive,1,616,289.916029037
frite,1,781,289.921718658
bikes,1,713,289.947027663
dawts,1,800,289.984500687
terra,1,681,290.030213851
truce,1,762,290.074946047
arete,1,681,290.146164410
ovens,1,685,290.271924662
bimas,1,704,290.284677261
telae,1,654,290.304885227
firns,1,756,290.335295272
dolce,1,790,290.342946831
towie,1,683,290.364331960
snars,1,675,290.379242692
scopa,1,644,290.458897391
nukes,1,706,290.486364528
efits,1,734,290.500098097
spaul,1,765,290.500882872
kibes,1,713,290.514616441
meows,1,669,290.551500883
soces,1,664,290.586619580
royst,1,698,290.590739651
crees,1,699,290.605650383
hauds,1,733,290.622523053
decor,1,811,290.624681185
tachs,1,838,290.632332745
vinas,1,712,290.641357661
berks,1,739,290.645477732
feuar,1,590,290.741416520
ramsh,1,677,290.752010987
sprag,1,706,290.774377085
korat,1,697,290.788110653
urvas,1,670,290.796743182
sohur,1,755,290.802628997
asity,1,593,290.848145968
bohea,1,643,290.887384736
wipes,1,728,290.912693741
arith,1,743,290.951343928
safes,1,621,290.959780263
epics,1,723,290.961742201
sampi,1,731,290.969001373
lover,1,745,291.006866784
yirds,1,690,291.062782029
crime,1,766,291.094369237
kaims,1,773,291.123994507
deres,1,771,291.131449872
dashi,1,606,291.159701785
arsis,1,580,291.173631548
calfs,1,826,291.222091426
otary,1,665,291.237786933
buats,1,762,291.241318423
repay,1,630,291.275259957
riyal,1,658,291.282519129
snout,1,843,291.303119482
acorn,1,698,291.305866196
frits,1,807,291.355110850
odist,1,698,291.415538552
cubes,1,736,291.421228173
marid,1,792,291.454777320
brags,1,718,291.479105356
parid,1,798,291.490092211
retax,1,676,291.505787718
dupes,1,786,291.514224053
scaly,1,736,291.520502256
ecash,1,647,291.546203649
nurds,1,686,291.680007848
foams,1,708,291.691975672
minar,1,745,291.704728272
swain,1,707,291.709240730
unite,1,733,291.710810281
pious,1,799,291.812831077
clied,1,835,291.835000981
sodic,1,758,291.926623504
obits,1,784,291.928389249
bolar,1,714,291.949970571
novae,1,600,291.965862272
balms,1,838,292.039827349
kerbs,1,739,292.082597606
spend,1,693,292.087110065
nipet,1,779,292.134392780
netes,1,712,292.159701785
spica,1,697,292.167941927
wadts,1,800,292.170100059
scarf,1,670,292.177751619
parev,1,790,292.182656465
glace,1,697,292.271139886
genro,1,740,292.274082794
sonly,1,789,292.274867569
quies,1,658,292.277614283
purls,1,753,292.336080047
solas,1,673,292.387090445
poyse,1,552,292.427898764
grabs,1,718,292.447714342
niger,1,774,292.482636845
stars,1,701,292.502060035
walds,1,817,292.519717481
sythe,1,658,292.520109869
zante,1,691,292.548754169
laufs,1,810,292.606827546
starr,1,701,292.669020993
frame,1,724,292.750637630
mento,1,710,292.791642142
sarky,1,713,292.884245635
bowes,1,710,292.895821071
mauds,1,784,292.926231116
pouis,1,799,292.938395134
skein,1,719,292.955071611
chose,1,574,292.956641161
bases,1,593,292.970178536
salat,1,821,293.068471650
putas,1,783,293.089464391
rohus,1,755,293.107906612
lolas,1,673,293.108691387
bhais,1,694,293.145183441
paced,1,747,293.162252305
caped,1,747,293.253090053
voter,1,801,293.274082794
nache,1,699,293.362173828
lehua,1,615,293.455169708
birds,1,753,293.469491858
rifte,1,781,293.507749657
scalp,1,786,293.519717481
syver,1,646,293.577202276
patio,1,608,293.582499510
bomas,1,694,293.583872866
hibas,1,694,293.596036884
hadst,1,720,293.604080832
teens,1,712,293.655483618
semas,1,595,293.668628605
crops,1,790,293.687659407
acyls,1,736,293.689817540
kuias,1,662,293.707867373
barfs,1,759,293.712968413
dikas,1,708,293.761624485
maneb,1,744,294.004120071
hable,1,700,294.096331175
waxes,1,643,294.151854032
acron,1,698,294.185403178
wekas,1,596,294.192858544
swirl,1,664,294.218167550
pried,1,849,294.237002158
comet,1,757,294.271139886
puros,1,809,294.302334707
roups,1,809,294.381597018
vaute,1,659,294.382774181
volet,1,771,294.392191485
groat,1,699,294.399058270
viler,1,746,294.415734746
suety,1,746,294.425936826
ylems,1,696,294.539729253
fasti,1,692,294.601137924
waled,1,771,294.626446930
skirt,1,778,294.636452815
spect,1,700,294.645870120
loose,1,588,294.660388464
atter,1,681,294.674710614
punas,1,783,294.725721012
dozes,1,702,294.740631744
guise,1,615,294.761232097
pervs,1,758,294.768098882
makos,1,746,294.799882284
stork,1,756,294.802825191
rojis,1,717,294.933294095
lorel,1,765,294.937021778
crome,1,767,294.948989602
boral,1,714,294.952128703
deshi,1,617,294.970570924
crips,1,799,294.992544634
shiur,1,749,295.018442221
saick,1,771,295.027074750
yrent,1,671,295.071414558
reest,1,651,295.118304885
sirup,1,788,295.119482048
kyles,1,723,295.163625662
scapi,1,697,295.237002158
incle,1,701,295.339807730
filos,1,782,295.357857563
facts,1,814,295.363939572
meres,1,750,295.405728860
lysed,1,648,295.422797724
belit,1,742,295.436335099
ylkes,1,723,295.438689425
sprod,1,775,295.470865215
speak,1,686,295.475377673
sakes,1,641,295.498528546
oleos,1,669,295.527565234
menil,1,719,295.539925446
gadso,1,628,295.596429272
zilas,1,729,295.635668040
cymes,1,677,295.692564253
lambs,1,838,295.765352168
sered,1,771,295.785560133
mengs,1,697,295.809103394
suint,1,886,295.814204434
barks,1,783,295.867372964
droit,1,873,295.932901707
drome,1,849,295.950362959
fauts,1,809,295.977830096
ticed,1,828,296.011967824
sards,1,728,296.024916618
lemon,1,690,296.117716304
erose,1,584,296.137728075
fands,1,785,296.153227389
dorbs,1,792,296.181871689
muter,1,796,296.252109084
acker,1,687,296.352364136
makis,1,773,296.402393565
trass,1,701,296.435942711
ludos,1,815,296.457327840
girds,1,759,296.467137532
tasar,1,701,296.502452423
goves,1,710,296.509123014
start,1,701,296.560525799
absit,1,633,296.580929959
porey,1,774,296.625662154
slipt,1,878,296.647635864
norma,1,706,296.648224446
trove,1,801,296.731018246
tical,1,803,296.742397489
sarus,1,729,296.759858740
teach,1,665,296.880910339
yogas,1,637,296.897979203
kamis,1,773,296.947420051
fetor,1,764,297.012948793
meint,1,742,297.017657446
sains,1,772,297.018049833
roped,1,852,297.020207965
recut,1,762,297.021973710
doxes,1,719,297.071806945
bords,1,792,297.136158525
holed,1,797,297.142632921
myals,1,799,297.147145380
negus,1,684,297.171277222
loess,1,669,297.195409064
amber,1,721,297.214047479
dribs,1,753,297.222876202
mints,1,899,297.276829508
devis,1,744,297.369629194
hoard,1,750,297.454581126
alate,1,650,297.516578379
maths,1,854,297.521679419
bosey,1,605,297.534039631
libra,1,707,297.567981165
rifts,1,807,297.571120267
lanas,1,828,297.671767706
frape,1,718,297.680792623
meaty,1,720,297.696684324
detag,1,657,297.697272906
carrs,1,750,297.717677065
alias,1,741,297.729448695
tubae,1,662,297.758877771
scrim,1,735,297.813419659
carer,1,763,297.858544242
halon,1,794,297.876201687
ecigs,1,708,297.890327644
crogs,1,764,297.946439082
cited,1,828,297.954483029
nivas,1,712,297.972336669
cital,1,803,297.991563665
liths,1,876,298.037473023
dicts,1,862,298.042966451
parve,1,790,298.071218364
maced,1,773,298.106140867
bonie,1,759,298.135962331
spoke,1,654,298.137335688
crash,1,682,298.141651952
scraw,1,684,298.143810084
tykes,1,704,298.163037081
glean,1,660,298.164018050
urned,1,847,298.170884834
gulas,1,768,298.205022562
masse,1,575,298.229154405
oasis,1,520,298.232293506
suped,1,786,298.235236414
fauns,1,804,298.315283500
pecan,1,662,298.328820875
fraps,1,761,298.373356877
tress,1,651,298.383951344
panto,1,773,298.405532666
tante,1,700,298.415930940
spilt,1,878,298.478320581
doper,1,852,298.534235825
lobar,1,714,298.546988425
nanos,1,714,298.561114381
menad,1,725,298.593093977
tetra,1,681,298.673533451
balot,1,792,298.683735531
scold,1,766,298.765155974
baker,1,746,298.769079851
atrip,1,745,298.789680204
tauld,1,863,298.823425544
turme,1,796,298.841475378
raved,1,817,298.887973318
astun,1,640,298.892485776
dairy,1,791,298.920541495
runds,1,686,298.921914852
mersk,1,668,298.927408279
haiks,1,778,298.934863645
scaud,1,710,298.958014518
fyles,1,721,298.972140475
hives,1,737,299.011967824
prian,1,751,299.040808319
ogams,1,692,299.069845007
meath,1,683,299.175985874
fends,1,733,299.227192466
steel,1,691,299.264273102
longs,1,828,299.283107710
hider,1,820,299.322346478
homer,1,781,299.358053757
stoun,1,843,299.360996665
moder,1,849,299.410633706
lawed,1,771,299.457131646
untie,1,733,299.507553463
roman,1,706,299.512654503
stele,1,691,299.530115754
finer,1,786,299.564842064
mysie,1,609,299.587796743
proem,1,823,299.595840691
mewls,1,745,299.637629978
legit,1,748,299.644692957
jasey,1,569,299.667843830
poled,1,836,299.680007848
haver,1,760,299.683931725
mease,1,595,299.730037277
frays,1,694,299.735726898
ascon,1,579,299.857759466
dault,1,863,299.877771238
bathe,1,677,299.903472631
tuyer,1,766,299.926427310
units,1,886,299.961546007
raads,1,728,299.983519717
posit,1,786,300.028251913
torsk,1,756,300.030410045
isles,1,644,300.030998627
luted,1,798,300.038650186
abide,1,688,300.053757112
osars,1,603,300.090052972
duits,1,897,300.183441240
flote,1,736,300.198744359
rowen,1,758,300.200706298
fiest,1,676,300.203060624
arene,1,705,300.213262704
azote,1,648,300.216794193
toped,1,815,300.240337453
mgals,1,822,300.263880714
kytes,1,704,300.280360997
toric,1,900,300.321561703
cribs,1,772,300.321757897
qilas,1,733,300.345497351
viols,1,799,300.362370022
axils,1,725,300.396703943
shalm,1,788,300.403570728
lyams,1,799,300.406709829
canti,1,878,300.482048264
boeti,1,721,300.487541691
delay,1,676,300.573278399
sices,1,726,300.602511281
opahs,1,669,300.633902295
yaird,1,791,300.659015107
smerk,1,668,300.660192270
spued,1,786,300.686089857
split,1,878,300.700412007
ainee,1,663,300.730233471
nigre,1,774,300.731214440
jaspe,1,584,300.756327251
nains,1,772,300.767706494
doilt,1,911,300.809299588
deers,1,771,300.856974691
bagie,1,678,300.862271925
masut,1,764,300.895232490
skerm,1,668,300.930547381
rimed,1,840,300.998038062
molds,1,838,301.024524230
dosha,1,580,301.205611144
danio,1,611,301.206395919
bread,1,730,301.217971356
abled,1,716,301.296252698
aloos,1,673,301.306454777
ofter,1,764,301.348440259
velds,1,787,301.430449284
rivel,1,746,301.441043751
satai,1,763,301.470276633
tubas,1,762,301.508142044
passe,1,595,301.546007455
cripe,1,787,301.561506769
crave,1,745,301.637826172
negro,1,740,301.640180498
krait,1,784,301.721993329
livre,1,746,301.750049048
hoper,1,794,301.763194036
dimer,1,840,301.778300961
vauts,1,808,301.821659800
ploat,1,727,301.830292329
locus,1,857,301.846576418
holds,1,809,301.864233863
peisy,1,648,301.873847361
glams,1,822,301.889150481
ringe,1,774,301.911516578
horme,1,781,301.953109672
pride,1,849,302.019619384
nazis,1,762,302.021973710
liver,1,746,302.052972337
valor,1,750,302.064351579
price,1,787,302.080047087
puter,1,830,302.120266824
poted,1,815,302.159505592
token,1,746,302.160486561
gusle,1,650,302.192073769
mealy,1,704,302.247596625
rusma,1,615,302.392191485
caums,1,835,302.396900137
ketol,1,666,302.404355503
abode,1,701,302.420247204
kayos,1,696,302.424759663
plead,1,674,302.436335099
paver,1,790,302.475377673
rivet,1,833,302.508926820
adust,1,644,302.516970767
regma,1,688,302.518540318
mpret,1,864,302.519325093
nalas,1,828,302.560721993
tragi,1,780,302.590151069
andro,1,676,302.597017854
inarm,1,745,302.646851089
rorie,1,670,302.654895036
krays,1,713,302.674710614
hoist,1,811,302.687070826
douar,1,768,302.688444183
peaty,1,700,302.800470865
moled,1,838,302.812046302
traik,1,784,302.817932117
warbs,1,779,302.823817932
areal,1,641,302.886796155
roleo,1,765,302.892485776
paiks,1,819,302.917990975
rohan,1,702,302.954679223
gudes,1,774,302.967824210
stylo,1,748,302.997057092
danks,1,834,303.078869923
calks,1,880,303.122817344
sents,1,712,303.135766137
fetus,1,739,303.138709045
gruel,1,767,303.266235040
runed,1,847,303.313910143
rossa,1,572,303.330979007
rasta,1,701,303.388856190
coley,1,741,303.422012949
stank,1,787,303.432607416
beray,1,672,303.444182853
heres,1,753,303.455954483
bayts,1,783,303.480282519
kepis,1,720,303.493623700
azole,1,631,303.507749657
runce,1,744,303.539140671
matsu,1,764,303.539925446
agent,1,676,303.550323720
reing,1,774,303.556013341
wyles,1,739,303.583872866
pneus,1,740,303.624681185
lemur,1,714,303.640572886
plait,1,838,303.643711987
moted,1,810,303.692956641
larum,1,825,303.765155974
brant,1,849,303.775554248
grids,1,759,303.818716892
owlet,1,728,303.829115166
admen,1,725,303.892681970
voile,1,719,303.902491662
micos,1,819,303.920933883
lofts,1,845,303.925446341
aweto,1,607,303.991563665
certy,1,755,304.001765745
filet,1,812,304.017657446
clous,1,857,304.024916618
cavie,1,656,304.076711791
draco,1,756,304.125564057
tents,1,712,304.145772023
brods,1,792,304.193643320
nagor,1,770,304.206984501
manto,1,806,304.211300765
drees,1,771,304.316853051
kerma,1,701,304.356091819
deman,1,725,304.358053757
caged,1,762,304.421816755
yauds,1,743,304.448695311
adobe,1,701,304.450461056
koaps,1,755,304.471061409
redes,1,771,304.532666274
lests,1,691,304.538944477
rehab,1,674,304.574063174
intro,1,820,304.595644497
rowns,1,770,304.642534824
nante,1,700,304.647635864
reign,1,774,304.696880518
ravey,1,742,304.702177752
aleft,1,689,304.761035903
corda,1,756,304.768491269
eruvs,1,657,304.794781244
dhols,1,809,304.815577791
camus,1,835,304.835393369
moper,1,823,304.895232490
troak,1,697,304.993329409
bhels,1,700,305.000392388
drave,1,817,305.126741220
antsy,1,662,305.136550912
milor,1,811,305.138512851
noble,1,722,305.141063371
brain,1,784,305.142632921
seder,1,771,305.156758878
inerm,1,680,305.245242299
vaper,1,790,305.352756523
nexts,1,701,305.362958603
estop,1,679,305.364528154
pelsh,1,689,305.423386306
sdayn,1,717,305.426133019
eased,1,634,305.430841672
vaxes,1,669,305.438689425
riped,1,849,305.450461056
stirk,1,778,305.565430645
mozes,1,698,305.595252109
raupo,1,693,305.601922700
sheva,1,643,305.653325486
tanas,1,855,305.663135178
turms,1,822,305.701589170
gurls,1,741,305.711398862
beths,1,751,305.728271532
blins,1,860,305.731410634
unred,1,847,305.774180891
aglus,1,768,305.802825191
wawes,1,652,305.815773985
zonae,1,642,305.833431430
aizle,1,621,305.949185796
outed,1,732,306.029625270
carom,1,816,306.063174416
brent,1,763,306.105552286
cavel,1,761,306.122621150
abbes,1,593,306.145968217
blams,1,838,306.175201099
argol,1,681,306.248577595
roily,1,817,306.253678634
bawrs,1,779,306.273690406
dorks,1,822,306.282715323
refit,1,781,306.313125368
visne,1,634,306.352167942
vatus,1,808,306.379242692
ureid,1,722,306.401608789
rapid,1,798,306.414361389
remou,1,712,306.435354130
volte,1,771,306.495193251
renig,1,774,306.496958995
basic,1,669,306.526191878
opine,1,741,306.535216794
tacks,1,865,306.654110261
wager,1,776,306.680792623
pardi,1,798,306.680988817
pelma,1,689,306.739846969
skald,1,805,306.797527958
ample,1,689,306.826760840
netop,1,689,306.839121052
paint,1,905,306.907592702
souse,1,659,306.909554640
lisle,1,644,306.923484403
yealm,1,704,306.950559152
lense,1,652,306.971551893
value,1,699,307.025309005
ethal,1,754,307.027467138
kagos,1,745,307.040023543
plebs,1,726,307.094369237
bagel,1,743,307.155581715
algor,1,681,307.158524622
caups,1,847,307.179321169
tyred,1,867,307.192662350
bulse,1,678,307.206788307
dural,1,744,307.237983127
sedum,1,758,307.263684520
pease,1,612,307.325093192
milds,1,844,307.399058270
garni,1,821,307.454777320
derth,1,887,307.465764175
rinks,1,759,307.490876986
clefs,1,686,307.510496370
gored,1,895,307.536197763
doura,1,780,307.628212674
acerb,1,660,307.754953894
tulsi,1,815,307.772611340
raspy,1,677,307.782617226
gaths,1,847,307.818128311
reran,1,705,307.892681970
idola,1,745,307.933490288
axite,1,655,307.938591328
tyran,1,809,308.056700020
chats,1,838,308.072591721
hemal,1,651,308.100647440
axile,1,631,308.103001766
bahts,1,850,308.121051599
rozet,1,821,308.132038454
mohrs,1,800,308.185403178
sadhu,1,733,308.215420836
sensi,1,660,308.227388660
mauri,1,710,308.252893859
saunf,1,804,308.268981754
enows,1,771,308.305866196
abort,1,728,308.417892878
titas,1,763,308.459289778
tongs,1,899,308.481852070
blame,1,718,308.483814008
prims,1,832,308.562095350
apron,1,698,308.614086718
bayle,1,703,308.629389837
luxes,1,770,308.646851089
rumen,1,785,308.655287424
oasts,1,676,308.663919953
aygre,1,659,308.707671179
orris,1,738,308.711595056
noxas,1,688,308.713164607
ropey,1,774,308.726113400
naevi,1,627,308.803413773
venal,1,681,308.869923484
goafs,1,713,308.919560526
plant,1,858,308.951932509
racer,1,763,308.975671964
wraps,1,783,309.020992741
sasin,1,772,309.057288601
baiks,1,798,309.074161271
spike,1,720,309.093976849
tifos,1,856,309.116146753
hiper,1,809,309.149499706
reeds,1,771,309.196586227
darre,1,834,309.221502845
slats,1,821,309.255640573
baths,1,850,309.299195605
gauds,1,795,309.322935060
hoxes,1,703,309.337061016
meers,1,750,309.345301158
flair,1,764,309.358053757
swarm,1,738,309.427506376
plage,1,694,309.438297037
mangs,1,847,309.443005690
clews,1,710,309.445360016
model,1,838,309.462821267
budes,1,805,309.501863841
surly,1,697,309.542868354
segas,1,612,309.619187758
loped,1,836,309.721600942
proms,1,845,309.723955268
sevak,1,616,309.724740043
vlast,1,752,309.736119286
frags,1,746,309.799686090
spree,1,802,309.824602707
onery,1,704,309.902884049
rolls,1,729,309.968805180
frail,1,764,310.032960565
strow,1,793,310.059054346
daubs,1,799,310.296841279
kyars,1,713,310.305473808
paths,1,892,310.306062390
grist,1,724,310.354326074
lacks,1,880,310.365705317
peres,1,802,310.374337846
gluer,1,767,310.408671768
longe,1,748,310.513635472
argil,1,730,310.577790857
pelfs,1,782,310.600156955
taiko,1,646,310.629193643
guans,1,804,310.725328625
roosa,1,572,310.739258387
wytes,1,729,310.746909947
skobe,1,666,310.765352168
vibes,1,765,310.883853247
pedro,1,852,310.899352560
divas,1,712,310.929370218
thine,1,786,311.077104179
reink,1,766,311.112615264
bunas,1,781,311.131842260
relie,1,758,311.132823229
kelps,1,789,311.240926035
jorts,1,825,311.240926035
dhole,1,797,311.244849912
cotan,1,779,311.284873455
adept,1,633,311.323131254
argot,1,699,311.343927801
lomed,1,838,311.362173828
mavis,1,775,311.456543065
lowts,1,872,311.489307436
saucy,1,766,311.547184618
plays,1,829,311.608004709
volts,1,870,311.631940357
yerba,1,672,311.658622719
neski,1,605,311.672944870
ruses,1,695,311.679223072
image,1,661,311.744948009
frabs,1,759,311.773788503
sants,1,855,311.857367079
neuks,1,706,311.874239749
deles,1,819,311.874632137
lotah,1,762,311.913870904
posca,1,644,311.975083382
sisal,1,741,312.004708652
relet,1,771,312.048459878
verbs,1,775,312.064743967
cryne,1,757,312.084167157
besaw,1,554,312.092407298
naked,1,775,312.159701785
prime,1,822,312.174612517
diary,1,791,312.207180695
korai,1,744,312.218363743
leuco,1,696,312.218363743
misto,1,762,312.234451638
saves,1,678,312.253874828
borna,1,762,312.372572101
lasso,1,673,312.389052384
simba,1,704,312.406709829
fusel,1,710,312.429860702
dwale,1,771,312.441632333
pitso,1,786,312.449872474
coses,1,664,312.464390818
abuts,1,762,312.483421621
swipe,1,728,312.585442417
coned,1,851,312.589562488
moeni,1,813,312.612713361
kerfs,1,768,312.618991564
skyte,1,704,312.659407495
bauds,1,799,312.660584658
ramee,1,817,312.683146949
naats,1,855,312.752991956
nodal,1,749,312.759662547
prune,1,798,312.795369825
buret,1,876,312.804590936
gleys,1,700,312.854031783
pleno,1,774,312.885815185
whare,1,724,312.934863645
ureic,1,724,312.990190308
upter,1,830,313.011771630
aphis,1,728,313.088091034
avine,1,632,313.136550912
roven,1,791,313.147930155
poxes,1,738,313.187953698
treat,1,681,313.188149892
pints,1,957,313.197959584
souct,1,909,313.205611144
orped,1,852,313.280949578
pasmo,1,712,313.290366882
padri,1,798,313.293505984
slues,1,783,313.302138513
roady,1,780,313.332352364
cuits,1,942,313.341769668
tardy,1,886,313.344712576
darer,1,834,313.356876594
tiyns,1,876,313.504218168
gives,1,762,313.512262115
dawns,1,844,313.521679419
mizes,1,732,313.529330979
allis,1,741,313.535609182
shove,1,674,313.538159702
dowse,1,681,313.580341377
balti,1,865,313.743182264
koine,1,794,313.772218952
tegua,1,662,313.791838336
sputa,1,783,313.792230724
stoas,1,676,313.795762213
burls,1,775,313.859721405
comte,1,765,313.880714146
blahs,1,817,313.914263292
kaneh,1,731,313.988424563
tsars,1,703,314.022366098
calid,1,900,314.051206592
uredo,1,753,314.056700020
gorms,1,831,314.087306259
nuder,1,847,314.107318030
toast,1,676,314.116735335
cults,1,917,314.153031195
weary,1,696,314.223660977
dewar,1,770,314.231901118
qaids,1,762,314.289385913
apses,1,595,314.333333333
pangs,1,881,314.361781440
ursid,1,735,314.374926427
scorp,1,790,314.380812242
negri,1,774,314.402982146
scrip,1,799,314.410437512
pagne,1,744,314.422405336
piano,1,684,314.432803610
timed,1,857,314.435157936
kilts,1,924,314.436138905
rioty,1,903,314.451442025
plods,1,861,314.495389445
mixes,1,742,314.508926820
lapin,1,876,314.516578379
grant,1,872,314.601530312
poule,1,795,314.611928585
boaks,1,753,314.644104375
toyed,1,811,314.687855601
degus,1,774,314.704139690
braks,1,783,314.709633118
slurp,1,753,314.738669806
sides,1,773,314.839709633
heaty,1,731,314.847753581
fuels,1,733,314.898567785
lasts,1,821,315.000980969
foins,1,894,315.020404159
echos,1,781,315.044732195
lovie,1,719,315.045124583
pyats,1,816,315.084363351
roche,1,782,315.086521483
bursa,1,647,315.137531881
dirks,1,810,315.138709045
arett,1,681,315.258191093
owner,1,758,315.262311163
laved,1,813,315.271532274
auras,1,729,315.296841279
apery,1,644,315.329605650
shaly,1,769,315.343143025
fords,1,823,315.407886992
lathi,1,854,315.499901903
rhime,1,778,315.531292917
lardy,1,838,315.546988425
naily,1,892,315.549342751
credo,1,811,315.689621346
calve,1,761,315.746713753
sacra,1,750,315.790857367
oorie,1,670,315.832254267
belon,1,722,315.867961546
torte,1,837,315.877575044
brims,1,807,315.960957426
torrs,1,851,315.975475770
hylas,1,769,315.981753973
netts,1,712,315.998430449
venus,1,724,316.020011772
luger,1,767,316.021777516
korus,1,855,316.056307632
dared,1,834,316.072199333
romps,1,845,316.094369237
stilb,1,861,316.117912498
bepat,1,663,316.142240534
chore,1,782,316.147537767
axons,1,688,316.175004905
grano,1,770,316.300765156
sigma,1,722,316.370413969
rapee,1,811,316.372179714
cutie,1,777,316.408279380
orbat,1,728,316.415734746
krabs,1,783,316.438493231
potai,1,766,316.464783206
sized,1,756,316.484991171
saids,1,771,316.513243084
rahui,1,695,316.539336865
pleon,1,774,316.553855209
arena,1,705,316.590935845
wands,1,844,316.641553855
trawl,1,797,316.672160094
shark,1,738,316.707867373
mesas,1,595,316.782813420
corbe,1,837,316.786148715
brake,1,746,316.801255641
bream,1,721,316.814204434
reems,1,750,316.860898568
mafts,1,879,316.873651167
hamed,1,785,316.924661566
enorm,1,751,316.927800667
yrneh,1,793,316.940749460
amyls,1,799,316.954875417
ollas,1,673,316.975868158
cetes,1,791,316.990778890
geres,1,781,317.011967824
weald,1,771,317.013929763
claws,1,849,317.066117324
momes,1,721,317.072787914
curat,1,849,317.076515597
mange,1,750,317.171277222
halfs,1,864,317.198940553
faery,1,685,317.214047479
wends,1,788,317.230331568
alans,1,828,317.232489700
raxed,1,824,317.296252698
durst,1,732,317.339611536
fouer,1,784,317.340592505
vespa,1,572,317.348047871
clasp,1,786,317.402001177
stoat,1,676,317.405140279
tosas,1,676,317.424955856
allen,1,704,317.454973514
meany,1,728,317.477339612
golds,1,854,317.497155189
bints,1,929,317.575632725
bluer,1,801,317.597802629
tasso,1,676,317.652148323
macro,1,816,317.677457328
yarco,1,791,317.723955268
carpi,1,839,317.759858740
mavie,1,668,317.776535217
tamin,1,911,317.853443202
flora,1,704,317.903472631
obeys,1,730,317.935256033
faker,1,764,317.948793408
coden,1,851,317.967628016
moule,1,805,317.974494801
riche,1,787,318.112615264
bored,1,929,318.133411811
nepit,1,779,318.181479302
harim,1,835,318.216401805
noust,1,843,318.257994899
patin,1,905,318.259564450
scrog,1,764,318.266235040
rared,1,834,318.321169315
pavie,1,666,318.322346478
basse,1,593,318.401216402
czars,1,734,318.424563469
nants,1,855,318.439670394
zaide,1,676,318.441239945
hokas,1,722,318.507161075
maras,1,811,318.509319207
tuxes,1,802,318.515793604
azons,1,704,318.525210908
nyuse,1,586,318.541691191
rouge,1,750,318.570531685
defat,1,707,318.584853836
nonas,1,714,318.615852462
mouls,1,925,318.632725132
pilao,1,772,318.675495389
hangs,1,853,318.698057681
plaur,1,808,318.744163233
lowen,1,764,318.753972925
yurts,1,795,318.759858740
plied,1,899,318.767117912
ledes,1,819,318.783598195
steen,1,743,318.784971552
sworn,1,770,318.793407887
lings,1,876,318.829311360
jacet,1,721,318.863841475
sooey,1,644,318.883068472
bento,1,750,318.928585442
sados,1,739,318.956444968
ulema,1,707,319.010005886
grain,1,821,319.011183049
cadge,1,762,319.025112811
dados,1,739,319.054345694
alane,1,704,319.056503826
haint,1,935,319.063762998
beath,1,688,319.078869923
necks,1,722,319.081812831
razed,1,824,319.085344320
doley,1,832,319.119285854
piled,1,899,319.134785168
dumas,1,784,319.141848146
octal,1,721,319.172061997
sorts,1,851,319.174220129
trest,1,651,319.217971356
poesy,1,728,319.278006671
ambos,1,694,319.286835393
augen,1,683,319.376103590
talik,1,897,319.382577987
diram,1,792,319.407690799
filar,1,764,319.410829900
anoas,1,714,319.420835786
tense,1,712,319.476751030
ustad,1,644,319.513635472
bleys,1,719,319.557190504
tuned,1,871,319.560525799
baloi,1,590,319.632528939
matin,1,911,319.646066314
nsima,1,639,319.649401609
flite,1,812,319.664704728
toged,1,863,319.669020993
waned,1,819,319.675887777
mensh,1,649,319.683146949
cunei,1,748,319.738866000
curia,1,748,319.744163233
grews,1,734,319.786344909
pyets,1,757,319.842063959
beaty,1,730,319.853050814
gyals,1,820,319.882087502
denay,1,702,319.895036296
siens,1,757,319.897783010
acrid,1,780,320.005493428
toter,1,837,320.028251913
molue,1,805,320.038650186
diact,1,868,320.110457132
inker,1,766,320.137924269
goxes,1,736,320.143025309
braws,1,779,320.146556798
yorps,1,826,320.148126349
loupe,1,795,320.166568570
groms,1,831,320.174808711
redip,1,849,320.192466157
limed,1,863,320.201098686
godet,1,863,320.204630175
dirge,1,895,320.282911517
redds,1,771,320.302727094
ergot,1,724,320.329998038
muils,1,927,320.368255837
nyams,1,790,320.378850304
pavis,1,812,320.380027467
turps,1,886,320.429468315
torts,1,851,320.435550324
idant,1,850,320.439278007
gnarl,1,771,320.463998430
dazer,1,824,320.493427506
gorps,1,864,320.500882872
tomia,1,817,320.522071807
savoy,1,690,320.739650775
samfi,1,758,320.773984697
nrtya,1,809,320.793211693
stony,1,838,320.803609967
gloat,1,763,320.808711006
rills,1,723,320.812046302
spark,1,791,320.827938003
auric,1,736,320.855208946
parer,1,811,320.911908966
yelks,1,723,320.993721797
gable,1,743,321.046890328
jedis,1,753,321.054149500
